Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected,Total Power Supplied [TW.h],Hours On Line
VOGTLE-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1152,1101,1229,3626,1976-08-01,1989-03-28,,,1989-04-10,1989-05-20,,,,31.77,30.36,35,320.31,278944.0
VOGTLE-3,Operational,United States of America,PWR,AP-1000,GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1117,1117,1250,3400,2013-03-02,2023-03-01,,,2023-03-31,2023-07-31,,,,32.85,32.85,1,7.37,6625.0
VOGTLE-4,Operational,United States of America,PWR,AP-1000,GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1117,1117,1250,3400,2013-11-19,2024-02-14,,,2024-03-06,2024-04-29,,,,32.85,32.85,0,,
WATERFORD-3,Operational,United States of America,PWR,CE 2LP (DRYAMB),"ENTERGY LOUISIANA, INC.","Entergy Nuclear Operations, Inc.",1168,1104,1250,3716,1974-11-14,1985-03-04,,,1985-03-18,1985-09-24,,,,31.43,29.71,39,326.73,293707.0
WATTS BAR-1,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1157,1218,1210,3459,1973-07-20,1996-01-01,,,1996-02-06,1996-05-27,,,,33.45,35.21,28,246.05,219478.0
WATTS BAR-2,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1164,1165,1218,3411,1973-09-01,2016-05-23,1985-09-17,2007-10-15,2016-06-03,2016-10-19,,,,34.12,34.15,8,59.98,52949.0
WOLF CREEK,Operational,United States of America,PWR,WH 4LP (DRYAMB),Kansas City Power & Light Co.,WOLF CREEK NUCLEAR OPERATING CORP.,1200,1170,1285,3565,1977-05-31,1985-05-22,,,1985-06-12,1985-09-03,,,,33.66,32.82,39,337.4,291067.0
YANKEE NPS,Permanent Shutdown,United States of America,PWR,PWR,YANKEE ATOMIC ELECTRIC CO.,YANKEE ATOMIC ELECTRIC CO.,167,175,180,600,1957-11-01,1960-08-19,,,1960-11-10,1961-07-01,,,1991-10-01,27.83,29.17,32,23.73,147605.0
ZION-1,Permanent Shutdown,United States of America,PWR,WH 4LP,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",1040,1040,1085,3250,1968-12-01,1973-06-19,,,1973-06-28,1973-12-31,,,1998-02-13,32.0,32.0,26,124.41,136614.0
ZION-2,Permanent Shutdown,United States of America,PWR,WH 4LP,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",1040,1040,1085,3250,1968-12-01,1973-12-24,,,1973-12-26,1974-09-17,,,1998-02-13,32.0,32.0,26,124.5,136134.0
